,Actual,Prediction,Error
2021-08-12,44428.2890625,45574.773,1146.484375
2021-08-13,47793.3203125,44869.324,2923.99609375
2021-08-14,47096.9453125,46660.402,436.54296875
2021-08-15,47047.00390625,46921.59,125.4140625
2021-08-16,46004.484375,47000.332,995.84765625
2021-08-17,44695.359375,46375.383,1680.0234375
2021-08-18,44801.1875,45330.055,528.8671875
2021-08-19,46717.578125,44984.355,1733.22265625
2021-08-20,49339.17578125,46043.54,3295.63671875
2021-08-21,48905.4921875,48065.48,840.01171875
2021-08-22,49321.65234375,48586.082,735.5703125
2021-08-23,49546.1484375,49030.01,516.13671875
2021-08-24,47706.1171875,49327.24,1621.12109375
2021-08-25,48960.7890625,48309.375,651.4140625
2021-08-26,46942.21875,48682.73,1740.51171875
2021-08-27,49058.66796875,47595.84,1462.828125
2021-08-28,48902.40234375,48468.223,434.1796875
2021-08-29,48829.83203125,48720.316,109.515625
2021-08-30,47054.984375,48775.39,1720.40625
2021-08-31,47166.6875,47698.676,531.98828125
2021-09-01,48847.02734375,47346.1,1500.92578125
2021-09-02,49327.72265625,48246.664,1081.05859375
2021-09-03,50025.375,48890.72,1134.65625
2021-09-04,49944.625,49569.082,375.54296875
2021-09-05,51753.41015625,49788.246,1965.1640625
